node_id,map_id,x,y,z,description,type
46,1,9.100000,0.100000,0,4x4 block w:4 h:4,obstacle
47,1,9.300000,0.100000,0,4x4 block w:4 h:4,obstacle
48,1,9.500000,0.100000,0,4x4 block w:4 h:4,obstacle
49,1,9.700000,0.100000,0,4x4 block w:4 h:4,obstacle
50,1,9.900000,0.100000,0,4x4 block w:4 h:4,obstacle
51,1,10.100000,0.100000,0,4x4 block w:4 h:4,obstacle
52,1,10.300000,0.100000,0,4x4 block w:4 h:4,obstacle
53,1,10.500000,0.100000,0,4x4 block w:4 h:4,obstacle
54,1,10.700000,0.100000,0,4x4 block w:4 h:4,obstacle
55,1,10.900000,0.100000,0,4x4 block w:4 h:4,obstacle
56,1,11.100000,0.100000,0,4x4 block w:4 h:4,obstacle
57,1,11.300000,0.100000,0,4x4 block w:4 h:4,obstacle
58,1,11.500000,0.100000,0,4x4 block w:4 h:4,obstacle
59,1,11.700000,0.100000,0,4x4 block w:4 h:4,obstacle
60,1,11.900000,0.100000,0,4x4 block w:4 h:4,obstacle
61,1,12.100000,0.100000,0,4x4 block w:4 h:4,obstacle
62,1,12.300000,0.100000,0,4x4 block w:4 h:4,obstacle
63,1,12.500000,0.100000,0,4x4 block w:4 h:4,obstacle
64,1,12.700000,0.100000,0,4x4 block w:4 h:4,obstacle
65,1,12.900000,0.100000,0,4x4 block w:4 h:4,obstacle
66,1,13.100000,0.100000,0,4x4 block w:4 h:4,obstacle
67,1,13.300000,0.100000,0,4x4 block w:4 h:4,obstacle
68,1,13.500000,0.100000,0,4x4 block w:4 h:4,obstacle
69,1,13.700000,0.100000,0,4x4 block w:4 h:4,obstacle
70,1,13.900000,0.100000,0,4x4 block w:4 h:4,obstacle
71,1,14.100000,0.100000,0,4x4 block w:4 h:4,obstacle
72,1,14.300000,0.100000,0,4x4 block w:4 h:4,obstacle
73,1,14.500000,0.100000,0,4x4 block w:4 h:4,obstacle
74,1,14.700000,0.100000,0,4x4 block w:4 h:4,obstacle
75,1,14.900000,0.100000,0,4x4 block w:4 h:4,obstacle
76,1,15.100000,0.100000,0,4x4 block w:4 h:4,obstacle
77,1,15.300000,0.100000,0,4x4 block w:4 h:4,obstacle
78,1,15.500000,0.100000,0,4x4 block w:4 h:4,obstacle
79,1,15.700000,0.100000,0,4x4 block w:4 h:4,obstacle
80,1,15.900000,0.100000,0,4x4 block w:4 h:4,obstacle
81,1,16.100000,0.100000,0,4x4 block w:4 h:4,obstacle
82,1,16.300000,0.100000,0,4x4 block w:4 h:4,obstacle
83,1,16.500000,0.100000,0,4x4 block w:4 h:4,obstacle
84,1,16.700000,0.100000,0,4x4 block w:4 h:4,obstacle
85,1,16.900000,0.100000,0,4x4 block w:4 h:4,obstacle
86,1,17.100000,0.100000,0,4x4 block w:4 h:4,obstacle
87,1,17.300000,0.100000,0,4x4 block w:4 h:4,obstacle
88,1,17.500000,0.100000,0,4x4 block w:4 h:4,obstacle
89,1,17.700000,0.100000,0,4x4 block w:4 h:4,obstacle
90,1,17.900000,0.100000,0,4x4 block w:4 h:4,obstacle
91,1,18.100000,0.100000,0,4x4 block w:4 h:4,obstacle
92,1,18.300000,0.100000,0,4x4 block w:4 h:4,obstacle
93,1,18.500000,0.100000,0,4x4 block w:4 h:4,obstacle
94,1,18.700000,0.100000,0,4x4 block w:4 h:4,obstacle
95,1,18.900000,0.100000,0,4x4 block w:4 h:4,obstacle
96,1,19.100000,0.100000,0,4x4 block w:4 h:4,obstacle
97,1,19.300000,0.100000,0,4x4 block w:4 h:4,obstacle
98,1,19.500000,0.100000,0,4x4 block w:4 h:4,obstacle
99,1,19.700000,0.100000,0,4x4 block w:4 h:4,obstacle
100,1,19.900000,0.100000,0,4x4 block w:4 h:4,obstacle
101,1,20.100000,0.100000,0,4x4 block w:4 h:4,obstacle
102,1,20.300000,0.100000,0,4x4 block w:4 h:4,obstacle
103,1,20.500000,0.100000,0,4x4 block w:4 h:4,obstacle
104,1,20.700000,0.100000,0,4x4 block w:4 h:4,obstacle
105,1,20.900000,0.100000,0,4x4 block w:4 h:4,obstacle
106,1,21.100000,0.100000,0,4x4 block w:4 h:4,obstacle
107,1,21.300000,0.100000,0,4x4 block w:4 h:4,obstacle
108,1,21.500000,0.100000,0,4x4 block w:4 h:4,obstacle
109,1,21.700000,0.100000,0,4x4 block w:4 h:4,obstacle
110,1,21.900000,0.100000,0,4x4 block w:4 h:4,obstacle
111,1,22.100000,0.100000,0,4x4 block w:4 h:4,obstacle
112,1,22.300000,0.100000,0,4x4 block w:4 h:4,obstacle
113,1,22.500000,0.100000,0,4x4 block w:4 h:4,obstacle
114,1,22.700000,0.100000,0,4x4 block w:4 h:4,obstacle
115,1,22.900000,0.100000,0,4x4 block w:4 h:4,obstacle
116,1,23.100000,0.100000,0,4x4 block w:4 h:4,obstacle
117,1,23.300000,0.100000,0,4x4 block w:4 h:4,obstacle
118,1,23.500000,0.100000,0,4x4 block w:4 h:4,obstacle
119,1,23.700000,0.100000,0,4x4 block w:4 h:4,obstacle
120,1,23.900000,0.100000,0,4x4 block w:4 h:4,obstacle
121,1,24.100000,0.100000,0,4x4 block w:4 h:4,obstacle
122,1,24.300000,0.100000,0,4x4 block w:4 h:4,obstacle
123,1,24.500000,0.100000,0,4x4 block w:4 h:4,obstacle
124,1,24.700000,0.100000,0,4x4 block w:4 h:4,obstacle
125,1,24.900000,0.100000,0,4x4 block w:4 h:4,obstacle
126,1,25.100000,0.100000,0,4x4 block w:4 h:4,obstacle
127,1,25.300000,0.100000,0,4x4 block w:4 h:4,obstacle
128,1,25.500000,0.100000,0,4x4 block w:4 h:4,obstacle
129,1,25.700000,0.100000,0,4x4 block w:4 h:4,obstacle
130,1,25.900000,0.100000,0,4x4 block w:4 h:4,obstacle
131,1,26.100000,0.100000,0,4x4 block w:4 h:4,obstacle
132,1,26.300000,0.100000,0,4x4 block w:4 h:4,obstacle
133,1,26.500000,0.100000,0,4x4 block w:4 h:4,obstacle
134,1,26.700000,0.100000,0,4x4 block w:4 h:4,obstacle
135,1,26.900000,0.100000,0,4x4 block w:4 h:4,obstacle
136,1,27.100000,0.100000,0,4x4 block w:4 h:4,obstacle
137,1,27.300000,0.100000,0,4x4 block w:4 h:4,obstacle
138,1,27.500000,0.100000,0,4x4 block w:4 h:4,obstacle
139,1,27.700000,0.100000,0,4x4 block w:4 h:4,obstacle
140,1,27.900000,0.100000,0,4x4 block w:4 h:4,obstacle
141,1,28.100000,0.100000,0,4x4 block w:4 h:4,obstacle
142,1,28.300000,0.100000,0,4x4 block w:4 h:4,obstacle
143,1,28.500000,0.100000,0,4x4 block w:4 h:4,obstacle
144,1,28.700000,0.100000,0,4x4 block w:4 h:4,obstacle
145,1,28.900000,0.100000,0,4x4 block w:4 h:4,obstacle
146,1,29.100000,0.100000,0,4x4 block w:4 h:4,obstacle
147,1,29.300000,0.100000,0,4x4 block w:4 h:4,obstacle
148,1,29.500000,0.100000,0,4x4 block w:4 h:4,obstacle
149,1,29.700000,0.100000,0,4x4 block w:4 h:4,obstacle
150,1,29.900000,0.100000,0,4x4 block w:4 h:4,obstacle
151,1,30.100000,0.100000,0,4x4 block w:4 h:4,obstacle
152,1,30.300000,0.100000,0,4x4 block w:4 h:4,obstacle
153,1,30.500000,0.100000,0,4x4 block w:4 h:4,obstacle
154,1,30.700000,0.100000,0,4x4 block w:4 h:4,obstacle
155,1,30.900000,0.100000,0,4x4 block w:4 h:4,obstacle
156,1,31.100000,0.100000,0,4x4 block w:4 h:4,obstacle
157,1,31.300000,0.100000,0,4x4 block w:4 h:4,obstacle
158,1,31.500000,0.100000,0,4x4 block w:4 h:4,obstacle
159,1,31.700000,0.100000,0,4x4 block w:4 h:4,obstacle
160,1,31.900000,0.100000,0,4x4 block w:4 h:4,obstacle
161,1,32.100000,0.100000,0,4x4 block w:4 h:4,obstacle
162,1,32.300000,0.100000,0,4x4 block w:4 h:4,obstacle
163,1,32.500000,0.100000,0,4x4 block w:4 h:4,obstacle
164,1,32.700000,0.100000,0,4x4 block w:4 h:4,obstacle
165,1,32.900000,0.100000,0,4x4 block w:4 h:4,obstacle
166,1,33.100000,0.100000,0,4x4 block w:4 h:4,obstacle
167,1,33.300000,0.100000,0,4x4 block w:4 h:4,obstacle
168,1,33.500000,0.100000,0,4x4 block w:4 h:4,obstacle
169,1,33.700000,0.100000,0,4x4 block w:4 h:4,obstacle
170,1,33.900000,0.100000,0,4x4 block w:4 h:4,obstacle
171,1,34.100000,0.100000,0,4x4 block w:4 h:4,obstacle
172,1,34.300000,0.100000,0,4x4 block w:4 h:4,obstacle
173,1,34.500000,0.100000,0,4x4 block w:4 h:4,obstacle
174,1,34.700000,0.100000,0,4x4 block w:4 h:4,obstacle
175,1,34.900000,0.100000,0,4x4 block w:4 h:4,obstacle
176,1,35.100000,0.100000,0,4x4 block w:4 h:4,obstacle
177,1,35.300000,0.100000,0,4x4 block w:4 h:4,obstacle
178,1,35.500000,0.100000,0,4x4 block w:4 h:4,obstacle
179,1,35.700000,0.100000,0,4x4 block w:4 h:4,obstacle
180,1,35.900000,0.100000,0,4x4 block w:4 h:4,obstacle
181,1,36.100000,0.100000,0,4x4 block w:4 h:4,obstacle
182,1,36.300000,0.100000,0,4x4 block w:4 h:4,obstacle
183,1,36.500000,0.100000,0,4x4 block w:4 h:4,obstacle
184,1,36.700000,0.100000,0,4x4 block w:4 h:4,obstacle
185,1,36.900000,0.100000,0,4x4 block w:4 h:4,obstacle
186,1,37.100000,0.100000,0,4x4 block w:4 h:4,obstacle
187,1,37.300000,0.100000,0,4x4 block w:4 h:4,obstacle
188,1,37.500000,0.100000,0,4x4 block w:4 h:4,obstacle
189,1,37.700000,0.100000,0,4x4 block w:4 h:4,obstacle
190,1,37.900000,0.100000,0,4x4 block w:4 h:4,obstacle
191,1,38.100000,0.100000,0,4x4 block w:4 h:4,obstacle
192,1,38.300000,0.100000,0,4x4 block w:4 h:4,obstacle
193,1,38.500000,0.100000,0,4x4 block w:4 h:4,obstacle
194,1,38.700000,0.100000,0,4x4 block w:4 h:4,obstacle
195,1,38.900000,0.100000,0,4x4 block w:4 h:4,obstacle
196,1,39.100000,0.100000,0,4x4 block w:4 h:4,obstacle
197,1,39.300000,0.100000,0,4x4 block w:4 h:4,obstacle
198,1,39.500000,0.100000,0,4x4 block w:4 h:4,obstacle
199,1,39.700000,0.100000,0,4x4 block w:4 h:4,obstacle
200,1,39.900000,0.100000,0,4x4 block w:4 h:4,obstacle
201,1,40.100000,0.100000,0,4x4 block w:4 h:4,obstacle
202,1,40.300000,0.100000,0,4x4 block w:4 h:4,obstacle
203,1,40.500000,0.100000,0,4x4 block w:4 h:4,obstacle
204,1,40.700000,0.100000,0,4x4 block w:4 h:4,obstacle
205,1,40.900000,0.100000,0,4x4 block w:4 h:4,obstacle
206,1,41.100000,0.100000,0,4x4 block w:4 h:4,obstacle
207,1,41.300000,0.100000,0,4x4 block w:4 h:4,obstacle
208,1,41.500000,0.100000,0,4x4 block w:4 h:4,obstacle
209,1,41.700000,0.100000,0,4x4 block w:4 h:4,obstacle
210,1,41.900000,0.100000,0,4x4 block w:4 h:4,obstacle
211,1,42.100000,0.100000,0,4x4 block w:4 h:4,obstacle
212,1,42.300000,0.100000,0,4x4 block w:4 h:4,obstacle
213,1,42.500000,0.100000,0,4x4 block w:4 h:4,obstacle
214,1,42.700000,0.100000,0,4x4 block w:4 h:4,obstacle
215,1,42.900000,0.100000,0,4x4 block w:4 h:4,obstacle
216,1,43.100000,0.100000,0,4x4 block w:4 h:4,obstacle
217,1,43.300000,0.100000,0,4x4 block w:4 h:4,obstacle
218,1,43.500000,0.100000,0,4x4 block w:4 h:4,obstacle
219,1,43.700000,0.100000,0,4x4 block w:4 h:4,obstacle
220,1,43.900000,0.100000,0,4x4 block w:4 h:4,obstacle
221,1,44.100000,0.100000,0,4x4 block w:4 h:4,obstacle
222,1,44.300000,0.100000,0,4x4 block w:4 h:4,obstacle
223,1,44.500000,0.100000,0,4x4 block w:4 h:4,obstacle
224,1,44.700000,0.100000,0,4x4 block w:4 h:4,obstacle
225,1,44.900000,0.100000,0,4x4 block w:4 h:4,obstacle
226,1,45.100000,0.100000,0,4x4 block w:4 h:4,obstacle
227,1,45.300000,0.100000,0,4x4 block w:4 h:4,obstacle
228,1,45.500000,0.100000,0,4x4 block w:4 h:4,obstacle
229,1,45.700000,0.100000,0,4x4 block w:4 h:4,obstacle
230,1,45.900000,0.100000,0,4x4 block w:4 h:4,obstacle
231,1,46.100000,0.100000,0,4x4 block w:4 h:4,obstacle
232,1,46.300000,0.100000,0,4x4 block w:4 h:4,obstacle
233,1,46.500000,0.100000,0,4x4 block w:4 h:4,obstacle
234,1,46.700000,0.100000,0,4x4 block w:4 h:4,obstacle
235,1,46.900000,0.100000,0,4x4 block w:4 h:4,obstacle
236,1,47.100000,0.100000,0,4x4 block w:4 h:4,obstacle
237,1,47.300000,0.100000,0,4x4 block w:4 h:4,obstacle
238,1,47.500000,0.100000,0,4x4 block w:4 h:4,obstacle
239,1,47.700000,0.100000,0,4x4 block w:4 h:4,obstacle
240,1,47.900000,0.100000,0,4x4 block w:4 h:4,obstacle
241,1,48.100000,0.100000,0,4x4 block w:4 h:4,obstacle
242,1,48.300000,0.100000,0,4x4 block w:4 h:4,obstacle
243,1,48.500000,0.100000,0,4x4 block w:4 h:4,obstacle
244,1,48.700000,0.100000,0,4x4 block w:4 h:4,obstacle
245,1,48.900000,0.100000,0,4x4 block w:4 h:4,obstacle
246,1,49.100000,0.100000,0,4x4 block w:4 h:4,obstacle
247,1,49.300000,0.100000,0,4x4 block w:4 h:4,obstacle
248,1,49.500000,0.100000,0,4x4 block w:4 h:4,obstacle
249,1,49.700000,0.100000,0,4x4 block w:4 h:4,obstacle
250,1,49.900000,0.100000,0,4x4 block w:4 h:4,obstacle
251,1,50.100000,0.100000,0,4x4 block w:4 h:4,obstacle
252,1,50.300000,0.100000,0,4x4 block w:4 h:4,obstacle
253,1,50.500000,0.100000,0,4x4 block w:4 h:4,obstacle
254,1,50.700000,0.100000,0,4x4 block w:4 h:4,obstacle
255,1,50.900000,0.100000,0,4x4 block w:4 h:4,obstacle
256,1,51.100000,0.100000,0,4x4 block w:4 h:4,obstacle
257,1,51.300000,0.100000,0,4x4 block w:4 h:4,obstacle
258,1,51.500000,0.100000,0,4x4 block w:4 h:4,obstacle
259,1,51.650000,0.100000,0,4x4 block w:2 h:4,obstacle
260,1,0.100000,0.300000,0,4x4 block w:4 h:4,obstacle
261,1,0.300000,0.300000,0,4x4 block w:4 h:4,obstacle
262,1,0.500000,0.300000,0,4x4 block w:4 h:4,obstacle
263,1,0.700000,0.300000,0,4x4 block w:4 h:4,obstacle
264,1,0.900000,0.300000,0,4x4 block w:4 h:4,obstacle
265,1,1.100000,0.300000,0,4x4 block w:4 h:4,obstacle
266,1,1.300000,0.300000,0,4x4 block w:4 h:4,obstacle
267,1,1.500000,0.300000,0,4x4 block w:4 h:4,obstacle
268,1,1.700000,0.300000,0,4x4 block w:4 h:4,obstacle
269,1,1.900000,0.300000,0,4x4 block w:4 h:4,obstacle
270,1,2.100000,0.300000,0,4x4 block w:4 h:4,obstacle
271,1,2.300000,0.300000,0,4x4 block w:4 h:4,obstacle
272,1,2.500000,0.300000,0,4x4 block w:4 h:4,obstacle
273,1,2.700000,0.300000,0,4x4 block w:4 h:4,obstacle
274,1,2.900000,0.300000,0,4x4 block w:4 h:4,obstacle
275,1,3.100000,0.300000,0,4x4 block w:4 h:4,obstacle
276,1,3.300000,0.300000,0,4x4 block w:4 h:4,obstacle
277,1,3.500000,0.300000,0,4x4 block w:4 h:4,obstacle
278,1,3.700000,0.300000,0,4x4 block w:4 h:4,obstacle
279,1,3.900000,0.300000,0,4x4 block w:4 h:4,obstacle
280,1,4.100000,0.300000,0,4x4 block w:4 h:4,obstacle
281,1,4.300000,0.300000,0,4x4 block w:4 h:4,obstacle
282,1,4.500000,0.300000,0,4x4 block w:4 h:4,obstacle
283,1,4.700000,0.300000,0,4x4 block w:4 h:4,obstacle
284,1,4.900000,0.300000,0,4x4 block w:4 h:4,obstacle
285,1,5.100000,0.300000,0,4x4 block w:4 h:4,obstacle
286,1,5.300000,0.300000,0,4x4 block w:4 h:4,obstacle
287,1,5.500000,0.300000,0,4x4 block w:4 h:4,obstacle
288,1,5.700000,0.300000,0,4x4 block w:4 h:4,obstacle
289,1,5.900000,0.300000,0,4x4 block w:4 h:4,obstacle
290,1,6.100000,0.300000,0,4x4 block w:4 h:4,obstacle
291,1,6.300000,0.300000,0,4x4 block w:4 h:4,obstacle
292,1,6.500000,0.300000,0,4x4 block w:4 h:4,obstacle
293,1,6.700000,0.300000,0,4x4 block w:4 h:4,obstacle
294,1,6.900000,0.300000,0,4x4 block w:4 h:4,obstacle
295,1,7.100000,0.300000,0,4x4 block w:4 h:4,obstacle
296,1,7.300000,0.300000,0,4x4 block w:4 h:4,obstacle
297,1,7.500000,0.300000,0,4x4 block w:4 h:4,obstacle
298,1,7.700000,0.300000,0,4x4 block w:4 h:4,obstacle
299,1,7.900000,0.300000,0,4x4 block w:4 h:4,obstacle
300,1,8.100000,0.300000,0,4x4 block w:4 h:4,obstacle
301,1,8.300000,0.300000,0,4x4 block w:4 h:4,obstacle
302,1,8.500000,0.300000,0,4x4 block w:4 h:4,obstacle
303,1,8.700000,0.300000,0,4x4 block w:4 h:4,obstacle
304,1,8.900000,0.300000,0,4x4 block w:4 h:4,obstacle
305,1,9.100000,0.300000,0,4x4 block w:4 h:4,obstacle
306,1,9.300000,0.300000,0,4x4 block w:4 h:4,obstacle
307,1,9.500000,0.300000,0,4x4 block w:4 h:4,obstacle
308,1,9.700000,0.300000,0,4x4 block w:4 h:4,obstacle
309,1,9.900000,0.300000,0,4x4 block w:4 h:4,obstacle
310,1,10.100000,0.300000,0,4x4 block w:4 h:4,obstacle
311,1,10.300000,0.300000,0,4x4 block w:4 h:4,obstacle
312,1,10.500000,0.300000,0,4x4 block w:4 h:4,obstacle
313,1,10.700000,0.300000,0,4x4 block w:4 h:4,obstacle
314,1,10.900000,0.300000,0,4x4 block w:4 h:4,obstacle
315,1,11.100000,0.300000,0,4x4 block w:4 h:4,obstacle
316,1,11.300000,0.300000,0,4x4 block w:4 h:4,obstacle
317,1,11.500000,0.300000,0,4x4 block w:4 h:4,obstacle
318,1,11.700000,0.300000,0,4x4 block w:4 h:4,obstacle
319,1,11.900000,0.300000,0,4x4 block w:4 h:4,obstacle
320,1,12.100000,0.300000,0,4x4 block w:4 h:4,obstacle
321,1,12.300000,0.300000,0,4x4 block w:4 h:4,obstacle
322,1,12.500000,0.300000,0,4x4 block w:4 h:4,obstacle
323,1,12.700000,0.300000,0,4x4 block w:4 h:4,obstacle
324,1,12.900000,0.300000,0,4x4 block w:4 h:4,obstacle
325,1,13.100000,0.300000,0,4x4 block w:4 h:4,obstacle
326,1,13.300000,0.300000,0,4x4 block w:4 h:4,obstacle
327,1,13.500000,0.300000,0,4x4 block w:4 h:4,obstacle
328,1,13.700000,0.300000,0,4x4 block w:4 h:4,obstacle
329,1,13.900000,0.300000,0,4x4 block w:4 h:4,obstacle
330,1,14.100000,0.300000,0,4x4 block w:4 h:4,obstacle
331,1,14.300000,0.300000,0,4x4 block w:4 h:4,obstacle
332,1,14.500000,0.300000,0,4x4 block w:4 h:4,obstacle
333,1,14.700000,0.300000,0,4x4 block w:4 h:4,obstacle
334,1,14.900000,0.300000,0,4x4 block w:4 h:4,obstacle
335,1,15.100000,0.300000,0,4x4 block w:4 h:4,obstacle
336,1,15.300000,0.300000,0,4x4 block w:4 h:4,obstacle
337,1,15.500000,0.300000,0,4x4 block w:4 h:4,obstacle
338,1,15.700000,0.300000,0,4x4 block w:4 h:4,obstacle
339,1,15.900000,0.300000,0,4x4 block w:4 h:4,obstacle
340,1,16.100000,0.300000,0,4x4 block w:4 h:4,obstacle
341,1,16.300000,0.300000,0,4x4 block w:4 h:4,obstacle
342,1,16.500000,0.300000,0,4x4 block w:4 h:4,obstacle
343,1,16.700000,0.300000,0,4x4 block w:4 h:4,obstacle
344,1,16.900000,0.300000,0,4x4 block w:4 h:4,obstacle
345,1,17.100000,0.300000,0,4x4 block w:4 h:4,obstacle
346,1,17.300000,0.300000,0,4x4 block w:4 h:4,obstacle
347,1,17.500000,0.300000,0,4x4 block w:4 h:4,obstacle
348,1,17.700000,0.300000,0,4x4 block w:4 h:4,obstacle
349,1,17.900000,0.300000,0,4x4 block w:4 h:4,obstacle
350,1,18.100000,0.300000,0,4x4 block w:4 h:4,obstacle
351,1,18.300000,0.300000,0,4x4 block w:4 h:4,obstacle
352,1,18.500000,0.300000,0,4x4 block w:4 h:4,obstacle
353,1,18.700000,0.300000,0,4x4 block w:4 h:4,obstacle
354,1,18.900000,0.300000,0,4x4 block w:4 h:4,obstacle
355,1,19.100000,0.300000,0,4x4 block w:4 h:4,obstacle
356,1,19.300000,0.300000,0,4x4 block w:4 h:4,obstacle
357,1,19.500000,0.300000,0,4x4 block w:4 h:4,obstacle
358,1,19.700000,0.300000,0,4x4 block w:4 h:4,obstacle
359,1,19.900000,0.300000,0,4x4 block w:4 h:4,obstacle
360,1,20.100000,0.300000,0,4x4 block w:4 h:4,obstacle
361,1,20.300000,0.300000,0,4x4 block w:4 h:4,obstacle
362,1,20.500000,0.300000,0,4x4 block w:4 h:4,obstacle
363,1,20.700000,0.300000,0,4x4 block w:4 h:4,obstacle
364,1,20.900000,0.300000,0,4x4 block w:4 h:4,obstacle
365,1,21.100000,0.300000,0,4x4 block w:4 h:4,obstacle
366,1,21.300000,0.300000,0,4x4 block w:4 h:4,obstacle
367,1,21.500000,0.300000,0,4x4 block w:4 h:4,obstacle
368,1,21.700000,0.300000,0,4x4 block w:4 h:4,obstacle
369,1,21.900000,0.300000,0,4x4 block w:4 h:4,obstacle
370,1,22.100000,0.300000,0,4x4 block w:4 h:4,obstacle
371,1,22.300000,0.300000,0,4x4 block w:4 h:4,obstacle
372,1,22.500000,0.300000,0,4x4 block w:4 h:4,obstacle
373,1,22.700000,0.300000,0,4x4 block w:4 h:4,obstacle
374,1,22.900000,0.300000,0,4x4 block w:4 h:4,obstacle
375,1,23.100000,0.300000,0,4x4 block w:4 h:4,obstacle
376,1,23.300000,0.300000,0,4x4 block w:4 h:4,obstacle
377,1,23.500000,0.300000,0,4x4 block w:4 h:4,obstacle
378,1,23.700000,0.300000,0,4x4 block w:4 h:4,obstacle
379,1,23.900000,0.300000,0,4x4 block w:4 h:4,obstacle
380,1,24.100000,0.300000,0,4x4 block w:4 h:4,obstacle
381,1,24.300000,0.300000,0,4x4 block w:4 h:4,obstacle
382,1,24.500000,0.300000,0,4x4 block w:4 h:4,obstacle
383,1,24.700000,0.300000,0,4x4 block w:4 h:4,obstacle
384,1,24.900000,0.300000,0,4x4 block w:4 h:4,obstacle
385,1,25.100000,0.300000,0,4x4 block w:4 h:4,obstacle
386,1,25.300000,0.300000,0,4x4 block w:4 h:4,obstacle
387,1,25.500000,0.300000,0,4x4 block w:4 h:4,obstacle
388,1,25.700000,0.300000,0,4x4 block w:4 h:4,obstacle
389,1,25.900000,0.300000,0,4x4 block w:4 h:4,obstacle
390,1,26.100000,0.300000,0,4x4 block w:4 h:4,obstacle
391,1,26.300000,0.300000,0,4x4 block w:4 h:4,obstacle
392,1,26.500000,0.300000,0,4x4 block w:4 h:4,obstacle
393,1,26.700000,0.300000,0,4x4 block w:4 h:4,obstacle
394,1,26.900000,0.300000,0,4x4 block w:4 h:4,obstacle
395,1,27.100000,0.300000,0,4x4 block w:4 h:4,obstacle
396,1,27.300000,0.300000,0,4x4 block w:4 h:4,obstacle
397,1,27.500000,0.300000,0,4x4 block w:4 h:4,obstacle
398,1,27.700000,0.300000,0,4x4 block w:4 h:4,obstacle
399,1,27.900000,0.300000,0,4x4 block w:4 h:4,obstacle
400,1,28.100000,0.300000,0,4x4 block w:4 h:4,obstacle
401,1,28.300000,0.300000,0,4x4 block w:4 h:4,obstacle
402,1,28.500000,0.300000,0,4x4 block w:4 h:4,obstacle
403,1,28.700000,0.300000,0,4x4 block w:4 h:4,obstacle
404,1,28.900000,0.300000,0,4x4 block w:4 h:4,obstacle
405,1,29.100000,0.300000,0,4x4 block w:4 h:4,obstacle
406,1,29.300000,0.300000,0,4x4 block w:4 h:4,obstacle
407,1,29.500000,0.300000,0,4x4 block w:4 h:4,obstacle
408,1,29.700000,0.300000,0,4x4 block w:4 h:4,obstacle
409,1,29.900000,0.300000,0,4x4 block w:4 h:4,obstacle
410,1,30.100000,0.300000,0,4x4 block w:4 h:4,obstacle
